# E-MU Tracker Pre isochronous capture trace
# nominal_rate_hz=96000 alt=7 bInterval=4 bytes_per_frame=6
usb_frame,requested_bytes,actual_bytes,sample_frames,status
927175654,586,576,96,-536870169
927175655,586,576,96,-536870169
927175656,586,576,96,-536870169
927175657,586,576,96,-536870169
927175658,586,576,96,-536870169
927175659,586,576,96,-536870169
927175660,586,576,96,-536870169
927175661,586,576,96,-536870169
927175662,586,576,96,-536870169
927175663,586,576,96,-536870169
927175664,586,576,96,-536870169
927175665,586,576,96,-536870169
927175666,586,576,96,-536870169
927175667,586,576,96,-536870169
927175668,586,576,96,-536870169
927175669,586,576,96,-536870169
927175670,586,576,96,-536870169
927175671,586,576,96,-536870169
927175672,586,576,96,-536870169
927175673,586,576,96,-536870169
927175674,586,576,96,-536870169
927175675,586,576,96,-536870169
927175676,586,576,96,-536870169
927175677,586,576,96,-536870169
927175678,586,576,96,-536870169
927175679,586,576,96,-536870169
927175680,586,576,96,-536870169
927175681,586,576,96,-536870169
927175682,586,576,96,-536870169
927175683,586,576,96,-536870169
927175684,586,576,96,-536870169
927175685,586,576,96,-536870169
927175686,586,576,96,-536870169
927175687,586,576,96,-536870169
927175688,586,576,96,-536870169
927175689,586,576,96,-536870169
927175690,586,576,96,-536870169
927175691,586,576,96,-536870169
927175692,586,576,96,-536870169
927175693,586,576,96,-536870169
927175694,586,576,96,-536870169
927175695,586,576,96,-536870169
927175696,586,576,96,-536870169
927175697,586,576,96,-536870169
927175698,586,576,96,-536870169
927175699,586,576,96,-536870169
927175700,586,576,96,-536870169
927175701,586,576,96,-536870169
927175702,586,576,96,-536870169
927175703,586,576,96,-536870169
927175704,586,576,96,-536870169
927175705,586,576,96,-536870169
927175706,586,576,96,-536870169
927175707,586,576,96,-536870169
927175708,586,576,96,-536870169
927175709,586,576,96,-536870169
927175710,586,576,96,-536870169
927175711,586,576,96,-536870169
927175712,586,576,96,-536870169
927175713,586,576,96,-536870169
927175714,586,576,96,-536870169
927175715,586,576,96,-536870169
927175716,586,576,96,-536870169
927175717,586,576,96,-536870169
927175718,586,576,96,-536870169
927175719,586,576,96,-536870169
927175720,586,576,96,-536870169
927175721,586,576,96,-536870169
927175722,586,576,96,-536870169
927175723,586,576,96,-536870169
927175724,586,576,96,-536870169
927175725,586,576,96,-536870169
927175726,586,576,96,-536870169
927175727,586,576,96,-536870169
927175728,586,576,96,-536870169
927175729,586,576,96,-536870169
927175730,586,576,96,-536870169
927175731,586,576,96,-536870169
927175732,586,576,96,-536870169
927175733,586,576,96,-536870169
927175734,586,576,96,-536870169
927175735,586,576,96,-536870169
927175736,586,576,96,-536870169
927175737,586,576,96,-536870169
927175738,586,576,96,-536870169
927175739,586,576,96,-536870169
927175740,586,576,96,-536870169
927175741,586,576,96,-536870169
927175742,586,576,96,-536870169
927175743,586,576,96,-536870169
927175744,586,576,96,-536870169
927175745,586,576,96,-536870169
927175746,586,576,96,-536870169
927175747,586,576,96,-536870169
927175748,586,576,96,-536870169
927175749,586,576,96,-536870169
927175750,586,576,96,-536870169
927175751,586,576,96,-536870169
927175752,586,576,96,-536870169
927175753,586,576,96,-536870169
927175754,586,576,96,-536870169
927175755,586,576,96,-536870169
927175756,586,576,96,-536870169
927175757,586,576,96,-536870169
927175758,586,576,96,-536870169
927175759,586,576,96,-536870169
927175760,586,576,96,-536870169
927175761,586,576,96,-536870169
927175762,586,576,96,-536870169
927175763,586,576,96,-536870169
927175764,586,576,96,-536870169
927175765,586,576,96,-536870169
927175766,586,576,96,-536870169
927175767,586,576,96,-536870169
927175768,586,576,96,-536870169
927175769,586,576,96,-536870169
927175770,586,576,96,-536870169
927175771,586,576,96,-536870169
927175772,586,576,96,-536870169
927175773,586,576,96,-536870169
927175774,586,576,96,-536870169
927175775,586,576,96,-536870169
927175776,586,576,96,-536870169
927175777,586,576,96,-536870169
927175778,586,576,96,-536870169
927175779,586,576,96,-536870169
927175780,586,576,96,-536870169
927175781,586,576,96,-536870169
927175782,586,576,96,-536870169
927175783,586,576,96,-536870169
927175784,586,576,96,-536870169
927175785,586,576,96,-536870169
927175786,586,576,96,-536870169
927175787,586,576,96,-536870169
927175788,586,576,96,-536870169
927175789,586,576,96,-536870169
927175790,586,576,96,-536870169
927175791,586,576,96,-536870169
927175792,586,576,96,-536870169
927175793,586,576,96,-536870169
927175794,586,576,96,-536870169
927175795,586,576,96,-536870169
927175796,586,576,96,-536870169
927175797,586,576,96,-536870169
927175798,586,576,96,-536870169
927175799,586,576,96,-536870169
927175800,586,576,96,-536870169
927175801,586,576,96,-536870169
927175802,586,576,96,-536870169
927175803,586,576,96,-536870169
927175804,586,576,96,-536870169
927175805,586,576,96,-536870169
927175806,586,576,96,-536870169
927175807,586,576,96,-536870169
927175808,586,576,96,-536870169
927175809,586,576,96,-536870169
927175810,586,576,96,-536870169
927175811,586,576,96,-536870169
927175812,586,576,96,-536870169
927175813,586,576,96,-536870169
927175814,586,576,96,-536870169
927175815,586,576,96,-536870169
927175816,586,576,96,-536870169
927175817,586,576,96,-536870169
927175818,586,576,96,-536870169
927175819,586,576,96,-536870169
927175820,586,576,96,-536870169
927175821,586,576,96,-536870169
927175822,586,576,96,-536870169
927175823,586,576,96,-536870169
927175824,586,576,96,-536870169
927175825,586,576,96,-536870169
927175826,586,576,96,-536870169
927175827,586,576,96,-536870169
927175828,586,576,96,-536870169
927175829,586,576,96,-536870169
927175830,586,576,96,-536870169
927175831,586,576,96,-536870169
927175832,586,576,96,-536870169
927175833,586,576,96,-536870169
927175834,586,576,96,-536870169
927175835,586,576,96,-536870169
927175836,586,576,96,-536870169
927175837,586,576,96,-536870169
927175838,586,576,96,-536870169
927175839,586,576,96,-536870169
927175840,586,576,96,-536870169
927175841,586,576,96,-536870169
927175842,586,576,96,-536870169
927175843,586,576,96,-536870169
927175844,586,576,96,-536870169
927175845,586,576,96,-536870169
927175846,586,576,96,-536870169
927175847,586,576,96,-536870169
927175848,586,576,96,-536870169
927175849,586,576,96,-536870169
927175850,586,576,96,-536870169
927175851,586,576,96,-536870169
927175852,586,576,96,-536870169
927175853,586,576,96,-536870169
927175854,586,576,96,-536870169
927175855,586,576,96,-536870169
927175856,586,576,96,-536870169
927175857,586,576,96,-536870169
927175858,586,576,96,-536870169
927175859,586,576,96,-536870169
927175860,586,576,96,-536870169
927175861,586,576,96,-536870169
927175862,586,576,96,-536870169
927175863,586,576,96,-536870169
927175864,586,576,96,-536870169
927175865,586,576,96,-536870169
927175866,586,576,96,-536870169
927175867,586,576,96,-536870169
927175868,586,576,96,-536870169
927175869,586,576,96,-536870169
927175870,586,576,96,-536870169
927175871,586,576,96,-536870169
927175872,586,576,96,-536870169
927175873,586,576,96,-536870169
927175874,586,576,96,-536870169
927175875,586,576,96,-536870169
927175876,586,576,96,-536870169
927175877,586,576,96,-536870169
927175878,586,576,96,-536870169
927175879,586,576,96,-536870169
927175880,586,576,96,-536870169
927175881,586,576,96,-536870169
927175882,586,576,96,-536870169
927175883,586,576,96,-536870169
927175884,586,576,96,-536870169
927175885,586,576,96,-536870169
927175886,586,576,96,-536870169
927175887,586,576,96,-536870169
927175888,586,576,96,-536870169
927175889,586,576,96,-536870169
927175890,586,576,96,-536870169
927175891,586,576,96,-536870169
927175892,586,576,96,-536870169
927175893,586,576,96,-536870169
927175894,586,576,96,-536870169
927175895,586,576,96,-536870169
927175896,586,576,96,-536870169
927175897,586,576,96,-536870169
927175898,586,576,96,-536870169
927175899,586,576,96,-536870169
927175900,586,576,96,-536870169
927175901,586,576,96,-536870169
927175902,586,576,96,-536870169
927175903,586,576,96,-536870169
927175904,586,576,96,-536870169
927175905,586,576,96,-536870169
927175906,586,576,96,-536870169
927175907,586,576,96,-536870169
927175908,586,576,96,-536870169
927175909,586,576,96,-536870169
927175910,586,576,96,-536870169
927175911,586,576,96,-536870169
927175912,586,576,96,-536870169
927175913,586,576,96,-536870169
927175914,586,576,96,-536870169
927175915,586,576,96,-536870169
927175916,586,576,96,-536870169
927175917,586,576,96,-536870169
927175918,586,576,96,-536870169
927175919,586,576,96,-536870169
927175920,586,576,96,-536870169
927175921,586,576,96,-536870169
927175922,586,576,96,-536870169
927175923,586,576,96,-536870169
927175924,586,576,96,-536870169
927175925,586,576,96,-536870169
927175926,586,576,96,-536870169
927175927,586,576,96,-536870169
927175928,586,576,96,-536870169
927175929,586,576,96,-536870169
927175930,586,576,96,-536870169
927175931,586,576,96,-536870169
927175932,586,576,96,-536870169
927175933,586,576,96,-536870169
927175934,586,576,96,-536870169
927175935,586,576,96,-536870169
927175936,586,576,96,-536870169
927175937,586,576,96,-536870169
927175938,586,576,96,-536870169
927175939,586,576,96,-536870169
927175940,586,576,96,-536870169
927175941,586,576,96,-536870169
927175942,586,576,96,-536870169
927175943,586,576,96,-536870169
927175944,586,576,96,-536870169
927175945,586,576,96,-536870169
927175946,586,576,96,-536870169
927175947,586,576,96,-536870169
927175948,586,576,96,-536870169
927175949,586,576,96,-536870169
927175950,586,576,96,-536870169
927175951,586,576,96,-536870169
927175952,586,576,96,-536870169
927175953,586,576,96,-536870169
927175954,586,576,96,-536870169
927175955,586,576,96,-536870169
927175956,586,576,96,-536870169
927175957,586,576,96,-536870169
927175958,586,576,96,-536870169
927175959,586,576,96,-536870169
927175960,586,576,96,-536870169
927175961,586,576,96,-536870169
927175962,586,576,96,-536870169
927175963,586,576,96,-536870169
927175964,586,576,96,-536870169
927175965,586,576,96,-536870169
927175966,586,576,96,-536870169
927175967,586,576,96,-536870169
927175968,586,576,96,-536870169
927175969,586,576,96,-536870169
927175970,586,576,96,-536870169
927175971,586,576,96,-536870169
927175972,586,576,96,-536870169
927175973,586,576,96,-536870169
927175974,586,576,96,-536870169
927175975,586,576,96,-536870169
927175976,586,576,96,-536870169
927175977,586,576,96,-536870169
927175978,586,576,96,-536870169
927175979,586,576,96,-536870169
927175980,586,576,96,-536870169
927175981,586,576,96,-536870169
927175982,586,576,96,-536870169
927175983,586,576,96,-536870169
927175984,586,576,96,-536870169
927175985,586,576,96,-536870169
927175986,586,576,96,-536870169
927175987,586,576,96,-536870169
927175988,586,576,96,-536870169
927175989,586,576,96,-536870169
927175990,586,576,96,-536870169
927175991,586,576,96,-536870169
927175992,586,576,96,-536870169
927175993,586,576,96,-536870169
927175994,586,576,96,-536870169
927175995,586,576,96,-536870169
927175996,586,576,96,-536870169
927175997,586,576,96,-536870169
927175998,586,576,96,-536870169
927175999,586,576,96,-536870169
927176000,586,576,96,-536870169
927176001,586,576,96,-536870169
927176002,586,576,96,-536870169
927176003,586,576,96,-536870169
927176004,586,576,96,-536870169
927176005,586,576,96,-536870169
927176006,586,576,96,-536870169
927176007,586,576,96,-536870169
927176008,586,576,96,-536870169
927176009,586,576,96,-536870169
927176010,586,576,96,-536870169
927176011,586,576,96,-536870169
927176012,586,576,96,-536870169
927176013,586,576,96,-536870169
927176014,586,576,96,-536870169
927176015,586,576,96,-536870169
927176016,586,576,96,-536870169
927176017,586,576,96,-536870169
927176018,586,576,96,-536870169
927176019,586,576,96,-536870169
927176020,586,576,96,-536870169
927176021,586,576,96,-536870169
927176022,586,576,96,-536870169
927176023,586,576,96,-536870169
927176024,586,576,96,-536870169
927176025,586,576,96,-536870169
927176026,586,576,96,-536870169
927176027,586,576,96,-536870169
